,Churn,Longevity,TypeTravel,RoomType,RewardPoints,Comfort,ReceptionSchedule,FoodDrink,Location,Wifi,Amenities,Staff,OnlineBooking,PriceQuality,RoomSpace,CheckOut,Checkin,Cleanliness,BarService,Age,Gender,avg_satisfaction,avg_accomodation,avg_reception,avg_catering,avg_key_factors,RewardPoints_bins,Age_bin
7372,nochurn,yes,business,single,5954.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,45,M,3.4285714285714284,3.4,4.0,2.5,3.0,2,Mid_adult
7373,churn,no,business,double,5574.0,2.0,0.0,2.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,3.0,2.0,4.0,24,M,3.2857142857142856,3.0,3.2,3.0,4.5,2,Young_adult
7374,churn,yes,business,suite,4866.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,35,M,1.8571428571428572,2.4,1.8,1.5,1.0,2,Young_adult
7375,nochurn,yes,leisure,double,5726.0,0.0,4.0,0.0,4.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,56,F,2.7857142857142856,2.6,3.4,1.5,3.0,2,
7376,churn,no,business,double,4983.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,4.0,3.0,5.0,1.0,23,M,2.0714285714285716,2.6,1.8,1.5,2.0,2,Young_adult
7377,churn,yes,business,double,5185.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,49,M,2.5714285714285716,2.8,2.8,1.5,2.5,2,Mid_adult
7378,nochurn,no,business,single,5561.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,5.0,3.0,5.0,3.0,4.0,1.0,25,F,2.9285714285714284,3.2,2.8,2.5,3.0,2,Young_adult
7379,churn,yes,business,single,2943.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,3.0,2.0,34,M,2.4285714285714284,2.6,2.8,2.0,1.5,1,Young_adult
7380,churn,no,business,double,4797.0,1.0,4.0,1.0,3.0,5.0,1.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,40,M,3.642857142857143,3.2,4.4,3.0,3.5,2,Mid_adult
7381,churn,yes,leisure,double,5500.0,2.0,5.0,2.0,3.0,5.0,2.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,29,M,3.857142857142857,3.2,4.6,3.5,4.0,2,Young_adult
7382,nochurn,yes,business,double,6329.0,5.0,2.0,2.0,2.0,3.0,2.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,45,F,3.7142857142857144,4.0,3.8,3.0,3.5,2,Mid_adult
7383,nochurn,yes,business,single,6634.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,40,M,4.357142857142857,4.2,4.4,4.5,4.5,2,Mid_adult
7384,nochurn,yes,business,single,6352.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,46,F,4.071428571428571,4.0,4.2,4.0,4.0,2,Mid_adult
7385,nochurn,yes,business,single,6675.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,53,M,3.142857142857143,3.8,3.4,1.0,3.0,2,Mid_adult
7386,churn,yes,business,single,4988.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,45,M,2.5714285714285716,2.4,2.6,3.0,2.5,2,Mid_adult
7387,nochurn,yes,business,single,5181.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,49,M,2.5,2.4,2.8,3.0,1.5,2,Mid_adult
7388,nochurn,yes,business,single,3539.0,2.0,2.0,3.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,51,F,3.642857142857143,3.8,3.8,3.5,3.0,1,Mid_adult
7389,nochurn,yes,leisure,double,5209.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,54,F,3.2857142857142856,3.2,3.6,2.5,3.5,2,Mid_adult
7390,churn,yes,business,single,4110.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,52,F,1.7142857142857142,1.4,1.8,2.5,1.5,1,Mid_adult
7391,nochurn,yes,business,single,3347.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,26,F,3.5714285714285716,3.4,4.0,3.0,3.5,1,Young_adult
7392,churn,no,business,double,5141.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,3.0,2.0,3.0,27,M,2.7857142857142856,2.8,2.6,3.0,3.0,2,Young_adult
7393,nochurn,yes,business,single,2986.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,3.0,4.0,5.0,26,M,4.142857142857143,4.0,4.4,4.5,3.5,1,Young_adult
7394,nochurn,yes,leisure,double,5441.0,0.0,4.0,0.0,4.0,5.0,0.0,5.0,5.0,1.0,3.0,3.0,3.0,3.0,5.0,38,M,2.9285714285714284,2.2,4.0,2.5,2.5,2,Mid_adult
7395,nochurn,yes,business,single,3663.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,49,M,4.0,3.8,4.4,3.5,4.0,1,Mid_adult
7396,nochurn,yes,leisure,double,5304.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,24,F,3.9285714285714284,4.0,4.2,3.5,3.5,2,Young_adult
7397,nochurn,yes,leisure,suite,4516.0,5.0,4.0,4.0,4.0,4.0,2.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,61,F,4.142857142857143,4.2,4.2,3.5,4.5,1,Older_adult
7398,churn,no,business,double,4705.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,24,M,2.7857142857142856,3.2,2.2,3.0,3.0,1,Young_adult
7399,churn,yes,leisure,double,5040.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,5.0,4.0,1.0,48,M,2.357142857142857,2.6,2.6,1.5,2.0,2,Mid_adult
7400,nochurn,yes,business,single,6528.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,37,M,2.857142857142857,3.0,3.0,3.0,2.0,2,Mid_adult
7401,nochurn,yes,business,single,4221.0,5.0,5.0,5.0,5.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,52,F,4.0,3.6,4.2,4.0,4.5,1,Mid_adult
7402,churn,no,business,double,5772.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,1.0,3.0,4.0,24,F,3.0714285714285716,3.0,3.2,3.5,2.5,2,Young_adult
7403,churn,no,business,double,5611.0,1.0,0.0,1.0,2.0,4.0,1.0,5.0,4.0,4.0,3.0,1.0,3.0,3.0,4.0,28,F,2.5714285714285716,2.4,2.6,2.5,3.0,2,Young_adult
7404,nochurn,yes,leisure,double,5742.0,4.0,3.0,4.0,1.0,4.0,5.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,5.0,62,F,3.5,4.0,3.2,4.5,2.0,2,Older_adult
7405,churn,yes,business,single,6611.0,2.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,37,M,2.9285714285714284,2.4,2.8,4.0,3.5,2,Mid_adult
7406,churn,yes,business,single,5029.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,44,M,3.142857142857143,3.0,3.4,3.0,3.0,2,Mid_adult
7407,nochurn,yes,business,single,2026.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,1.0,3.0,5.0,34,M,3.9285714285714284,4.0,3.2,5.0,4.5,0,Young_adult
7408,nochurn,yes,business,single,3911.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,32,M,3.7857142857142856,3.8,4.0,3.5,3.5,1,Young_adult
7409,churn,yes,business,single,4802.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,54,M,3.2142857142857144,3.2,3.0,3.0,4.0,2,Mid_adult
7410,churn,no,business,double,4416.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,3.0,30,F,2.2857142857142856,2.2,2.6,2.0,2.0,1,Young_adult
7411,nochurn,yes,business,double,5683.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,39,F,1.8571428571428572,2.0,1.8,1.5,2.0,2,Mid_adult
7412,nochurn,yes,business,single,4341.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,40,M,3.642857142857143,3.6,3.8,3.5,3.5,1,Mid_adult
7413,nochurn,yes,business,single,5461.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,58,M,4.0,4.0,4.0,4.0,4.0,2,Older_adult
7414,nochurn,yes,business,single,6577.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,43,M,4.071428571428571,3.8,4.0,4.5,4.5,2,Mid_adult
7415,churn,yes,business,suite,5826.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,45,M,3.142857142857143,3.8,3.0,2.5,2.5,2,Mid_adult
7416,nochurn,yes,business,single,3272.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,33,F,4.642857142857143,4.8,4.6,5.0,4.0,1,Young_adult
7417,nochurn,yes,business,double,4296.0,5.0,2.0,2.0,2.0,5.0,5.0,4.0,5.0,2.0,2.0,3.0,4.0,5.0,5.0,18,M,3.642857142857143,4.4,3.6,3.5,2.0,1,Young_adult
7418,nochurn,yes,leisure,double,5820.0,5.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,2.0,4.0,1.0,1.0,2.0,5.0,48,F,3.357142857142857,4.2,2.6,4.0,2.5,2,Mid_adult
7419,churn,no,business,double,5723.0,3.0,0.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,5.0,4.0,5.0,1.0,23,F,2.4285714285714284,3.2,2.2,2.0,1.5,2,Young_adult
7420,nochurn,yes,leisure,suite,5677.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,58,F,4.0,4.2,4.0,3.5,4.0,2,Older_adult
7421,nochurn,yes,business,single,4592.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,54,F,3.7142857142857144,4.0,4.0,3.0,3.0,1,Mid_adult
7422,nochurn,yes,leisure,double,6068.0,4.0,2.0,4.0,4.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,54,F,3.2857142857142856,3.2,3.0,4.0,3.5,2,Mid_adult
7423,churn,yes,business,single,6597.0,3.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,54,F,2.642857142857143,2.8,3.0,2.0,2.0,2,Mid_adult
7424,churn,yes,leisure,suite,3606.0,3.0,1.0,3.0,3.0,3.0,5.0,5.0,4.0,2.0,3.0,3.0,5.0,1.0,5.0,38,M,3.2857142857142856,3.0,3.6,4.0,2.5,1,Mid_adult
7425,nochurn,yes,business,single,5166.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,60,F,3.642857142857143,3.2,3.6,4.5,4.0,2,Older_adult
7426,churn,yes,business,double,4263.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,1.0,4.0,2.0,26,M,2.357142857142857,2.2,2.2,2.5,3.0,1,Young_adult
7427,churn,yes,leisure,double,5973.0,1.0,5.0,1.0,2.0,5.0,1.0,4.0,5.0,2.0,2.0,2.0,1.0,3.0,5.0,62,M,2.7857142857142856,2.4,3.4,3.0,2.0,2,Older_adult
7428,churn,yes,business,single,3135.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,67,M,3.2857142857142856,3.0,3.0,4.0,4.0,1,Older_adult
7429,nochurn,yes,business,single,4370.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,52,M,2.7142857142857144,2.8,2.8,3.0,2.0,1,Mid_adult
7430,nochurn,yes,business,single,6105.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,35,M,3.2857142857142856,3.6,3.2,3.5,2.5,2,Young_adult
7431,churn,yes,business,single,4775.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,3.0,1.0,2.0,1.0,46,M,1.9285714285714286,1.8,2.0,1.0,3.0,2,Mid_adult
7432,churn,yes,business,double,4131.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,28,F,3.642857142857143,3.4,4.0,4.0,3.0,1,Young_adult
7433,nochurn,yes,leisure,double,5018.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,49,F,3.5714285714285716,4.2,3.8,2.0,3.0,2,Mid_adult
7434,churn,yes,business,single,4834.0,1.0,4.0,4.0,4.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,51,F,2.142857142857143,1.6,2.2,3.0,2.5,2,Mid_adult
7435,churn,yes,business,single,3515.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,5.0,4.0,1.0,3.0,2.0,38,F,2.5,2.6,2.4,2.5,2.5,1,Mid_adult
7436,churn,yes,leisure,double,5244.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,60,M,1.9285714285714286,2.2,1.6,1.5,2.5,2,Older_adult
7437,nochurn,yes,business,single,6202.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,57,F,4.142857142857143,4.0,4.4,3.5,4.5,2,Older_adult
7438,churn,yes,business,single,4796.0,4.0,2.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,38,F,3.4285714285714284,3.6,3.0,4.5,3.0,2,Mid_adult
7439,churn,yes,leisure,double,5497.0,1.0,1.0,1.0,3.0,5.0,1.0,5.0,5.0,2.0,3.0,3.0,1.0,3.0,5.0,50,M,2.7857142857142856,2.6,3.0,3.0,2.5,2,Mid_adult
7440,churn,yes,leisure,double,5314.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,1.0,4.0,1.0,1.0,5.0,2.0,35,M,2.7857142857142856,3.8,2.0,3.0,2.0,2,Young_adult
7441,churn,no,business,double,4244.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,5.0,2.0,1.0,3.0,2.0,3.0,30,F,2.4285714285714284,2.2,2.4,2.5,3.0,1,Young_adult
7442,nochurn,yes,business,single,4889.0,3.0,5.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,55,M,4.142857142857143,4.2,4.4,3.5,4.0,2,Mid_adult
7443,nochurn,yes,business,single,4566.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,41,M,4.357142857142857,4.4,4.6,4.5,3.5,1,Mid_adult
7444,churn,yes,business,single,3145.0,3.0,4.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,40,F,3.0714285714285716,2.6,3.6,2.5,3.5,1,Mid_adult
7445,nochurn,yes,business,double,5090.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,1.0,3.0,5.0,35,F,3.7857142857142856,4.4,3.4,4.0,3.0,2,Young_adult
7446,churn,yes,leisure,double,4421.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,23,M,3.5714285714285716,3.8,3.6,3.5,3.0,1,Young_adult
7447,nochurn,yes,business,single,5362.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,37,F,3.5714285714285716,3.4,3.8,3.5,3.5,2,Mid_adult
7448,nochurn,yes,business,double,5081.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,59,M,4.571428571428571,5.0,4.2,4.5,4.5,2,Older_adult
7449,nochurn,no,business,double,4632.0,5.0,5.0,5.0,1.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,22,M,4.0,4.4,4.0,4.5,2.5,1,Young_adult
7450,nochurn,yes,business,single,6303.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,43,M,3.2142857142857144,3.4,3.4,3.0,2.5,2,Mid_adult
7451,nochurn,yes,leisure,double,4534.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,51,F,2.9285714285714284,2.8,2.8,4.0,2.5,1,Mid_adult
7452,churn,yes,business,suite,5299.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,2.0,2.0,50,M,2.0,2.4,2.2,1.5,1.0,2,Mid_adult
7453,nochurn,yes,business,single,3590.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,45,M,4.5,4.6,4.6,4.0,4.5,1,Mid_adult
7454,nochurn,yes,business,single,5216.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,36,M,3.5,3.6,3.6,3.5,3.0,2,Mid_adult
7455,churn,yes,leisure,double,4947.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,5.0,4.0,26,F,4.0,3.8,4.0,4.0,4.5,2,Young_adult
7456,nochurn,yes,business,single,3645.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,34,M,4.071428571428571,4.0,4.4,5.0,2.5,1,Young_adult
7457,nochurn,yes,leisure,double,4743.0,4.0,4.0,4.0,4.0,5.0,1.0,5.0,4.0,4.0,5.0,4.0,1.0,4.0,5.0,62,F,3.857142857142857,3.8,3.6,4.5,4.0,1,Older_adult
7458,nochurn,yes,leisure,single,5399.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,21,F,3.5,3.4,4.0,3.0,3.0,2,Young_adult
7459,nochurn,yes,leisure,double,4714.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,2.0,4.0,34,M,3.4285714285714284,3.8,2.8,4.0,3.5,1,Young_adult
7460,churn,yes,leisure,double,4759.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,22,M,3.0714285714285716,3.0,3.0,3.0,3.5,1,Young_adult
7461,nochurn,yes,business,single,2759.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,5.0,4.0,4.0,3.0,2.0,1.0,2.0,46,M,3.0714285714285716,2.6,3.2,3.0,4.0,1,Mid_adult
7462,nochurn,yes,business,single,4129.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,45,F,4.142857142857143,4.2,4.2,4.0,4.0,1,Mid_adult
7463,nochurn,yes,leisure,double,6452.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,71,F,4.0,3.8,4.0,4.5,4.0,2,Older_adult
7464,churn,yes,leisure,suite,6512.0,4.0,2.0,4.0,4.0,5.0,4.0,3.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,58,F,2.857142857142857,3.6,2.2,3.0,2.5,2,Older_adult
7465,churn,yes,leisure,double,5665.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,5.0,2.0,26,F,3.0,3.4,2.8,3.0,2.5,2,Young_adult
7466,nochurn,yes,business,single,6672.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,54,M,3.7142857142857144,3.8,4.2,3.0,3.0,2,Mid_adult
7467,churn,yes,leisure,double,5830.0,3.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,5.0,3.0,2.0,1.0,5.0,2.0,60,M,2.9285714285714284,3.2,2.4,2.5,4.0,2,Older_adult
7468,churn,yes,business,suite,5215.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,3.0,3.0,72,M,2.857142857142857,2.8,2.8,3.0,3.0,2,Older_adult
7469,churn,yes,leisure,double,4490.0,3.0,5.0,2.0,3.0,4.0,2.0,4.0,4.0,5.0,2.0,2.0,4.0,3.0,4.0,68,M,3.357142857142857,2.8,3.8,3.0,4.0,1,Older_adult
7470,churn,yes,business,single,4997.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,3.0,4.0,4.0,28,M,3.7857142857142856,3.6,4.0,4.5,3.0,2,Young_adult
7471,churn,no,business,double,4912.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,1.0,3.0,3.0,49,F,2.7142857142857144,2.4,2.6,2.5,4.0,2,Mid_adult
7472,churn,yes,business,single,6277.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,57,M,3.642857142857143,3.6,3.6,3.5,4.0,2,Older_adult
7473,nochurn,yes,business,single,4827.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,57,F,3.7142857142857144,3.8,4.0,3.0,3.5,2,Older_adult
7474,nochurn,yes,business,single,4735.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,60,F,4.0,3.8,4.2,4.0,4.0,1,Older_adult
7475,churn,yes,leisure,double,5305.0,3.0,4.0,4.0,4.0,1.0,4.0,1.0,1.0,3.0,3.0,4.0,3.0,5.0,1.0,41,M,2.9285714285714284,3.2,2.6,2.5,3.5,2,Mid_adult
7476,churn,yes,leisure,double,5643.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,44,M,3.2857142857142856,2.8,4.0,3.5,2.5,2,Mid_adult
7477,nochurn,yes,business,single,3061.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,51,M,3.5,3.4,3.6,3.5,3.5,1,Mid_adult
7478,churn,yes,leisure,double,4933.0,3.0,5.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,1.0,28,M,3.0714285714285716,3.4,3.4,2.0,2.5,2,Young_adult
7479,nochurn,no,business,double,4893.0,0.0,4.0,0.0,4.0,5.0,0.0,5.0,5.0,4.0,2.0,5.0,4.0,5.0,5.0,24,F,3.4285714285714284,2.4,4.6,2.5,4.0,2,Young_adult
7480,nochurn,yes,leisure,suite,5399.0,1.0,1.0,4.0,1.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,34,F,3.2857142857142856,3.4,3.2,4.0,2.5,2,Young_adult
7481,nochurn,yes,leisure,double,5258.0,5.0,4.0,5.0,2.0,5.0,5.0,2.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,18,M,4.214285714285714,4.4,4.0,5.0,3.5,2,Young_adult
7482,churn,yes,leisure,single,6126.0,1.0,4.0,1.0,3.0,4.0,5.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,55,M,2.857142857142857,2.8,3.2,2.0,3.0,2,Mid_adult
7483,churn,no,business,double,4642.0,2.0,2.0,2.0,4.0,5.0,2.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,28,M,3.642857142857143,3.2,4.0,3.5,4.0,1,Young_adult
7484,nochurn,yes,business,single,5179.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,5.0,4.0,4.0,33,F,2.9285714285714284,3.0,3.4,3.0,1.5,2,Young_adult
7485,churn,yes,leisure,double,4928.0,2.0,5.0,2.0,1.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,5.0,2.0,28,M,2.9285714285714284,2.8,3.8,2.0,2.0,2,Young_adult
7486,nochurn,yes,leisure,double,5106.0,0.0,4.0,0.0,4.0,5.0,0.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,5.0,29,F,3.2142857142857144,2.2,4.2,2.5,4.0,2,Young_adult
7487,churn,yes,leisure,double,5644.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,4.0,2.0,4.0,50,M,3.0,3.2,3.0,4.0,1.5,2,Mid_adult
7488,churn,yes,leisure,double,5151.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,5.0,4.0,5.0,4.0,4.0,2.0,31,F,3.4285714285714284,3.6,3.4,3.0,3.5,2,Young_adult
7489,nochurn,yes,leisure,double,3596.0,5.0,1.0,1.0,1.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,57,F,3.5,4.4,3.2,2.5,3.0,1,Older_adult
7490,nochurn,yes,business,single,4040.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,21,M,3.7857142857142856,4.0,3.6,4.0,3.5,1,Young_adult
7491,churn,yes,business,suite,5749.0,1.0,2.0,3.0,3.0,1.0,1.0,4.0,1.0,4.0,5.0,4.0,3.0,3.0,1.0,24,F,2.5714285714285716,2.2,2.8,2.0,3.5,2,Young_adult
7492,churn,no,business,double,5562.0,4.0,0.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,1.0,3.0,1.0,1.0,2.0,28,M,2.2857142857142856,2.4,1.6,3.0,3.0,2,Young_adult
7493,churn,no,business,single,5732.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,2.0,1.0,5.0,2.0,4.0,3.0,41,F,3.357142857142857,3.2,3.4,3.5,3.5,2,Mid_adult
7494,nochurn,yes,business,single,5532.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,47,M,3.5,3.6,3.8,2.5,3.5,2,Mid_adult
